Country Name,Country Code,Indicator Name,Indicator Code,Year,Country_Code,Region,IncomeGroup,ACCSTO
St. Martin (French part),MAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,MAF,Latin America & Caribbean,High income,99.9549026489258
Morocco,MAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,MAR,Middle East & North Africa,Lower middle income,85.5201644897461
Monaco,MCO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,MCO,Europe & Central Asia,High income,100
Moldova,MDA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,MDA,Europe & Central Asia,Upper middle income,100
Madagascar,MDG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,MDG,Sub-Saharan Africa,Low income,17.3999996185303
Maldives,MDV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,MDV,South Asia,Upper middle income,99.9000015258789
Mexico,MEX,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,MEX,Latin America & Caribbean,Upper middle income,98.1982116699219
Marshall Islands,MHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,MHL,East Asia & Pacific,Upper middle income,81.7832794189453
North Macedonia,MKD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,MKD,Europe & Central Asia,Upper middle income,99.1999969482422
Mali,MLI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,MLI,Sub-Saharan Africa,Low income,24.0308952331543
Malta,MLT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,MLT,Middle East & North Africa,High income,100
Myanmar,MMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,MMR,East Asia & Pacific,Lower middle income,51.7349090576172
Montenegro,MNE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,MNE,Europe & Central Asia,Upper middle income,100
Mongolia,MNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,MNG,East Asia & Pacific,Lower middle income,80.7285003662109
Northern Mariana Islands,MNP,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,MNP,East Asia & Pacific,High income,100
Mozambique,MOZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,MOZ,Sub-Saharan Africa,Low income,15
Mauritania,MRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,MRT,Sub-Saharan Africa,Lower middle income,31.1152858734131
Mauritius,MUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,MUS,Sub-Saharan Africa,Upper middle income,98.957633972168
Malawi,MWI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,MWI,Sub-Saharan Africa,Low income,8.28544425964355
Malaysia,MYS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,MYS,East Asia & Pacific,Upper middle income,99.3000030517578
Namibia,NAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,NAM,Sub-Saharan Africa,Upper middle income,44.0999984741211
New Caledonia,NCL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,NCL,East Asia & Pacific,High income,100
Niger,NER,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,NER,Sub-Saharan Africa,Low income,12.3268060684204
Nigeria,NGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,NGA,Sub-Saharan Africa,Lower middle income,49.8825073242188
Nicaragua,NIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,NIC,Latin America & Caribbean,Lower middle income,77.9163131713867
Netherlands,NLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,NLD,Europe & Central Asia,High income,100
Norway,NOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,NOR,Europe & Central Asia,High income,100
Nepal,NPL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,NPL,South Asia,Lower middle income,59.7936668395996
Nauru,NRU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,NRU,East Asia & Pacific,High income,99.1721115112305
New Zealand,NZL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,NZL,East Asia & Pacific,High income,100
Oman,OMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,OMN,Middle East & North Africa,High income,100
Pakistan,PAK,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,PAK,South Asia,Lower middle income,70.6971130371094
Panama,PAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,PAN,Latin America & Caribbean,High income,87.4024124145508
Peru,PER,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,PER,Latin America & Caribbean,Upper middle income,86.42431640625
Philippines,PHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,PHL,East Asia & Pacific,Lower middle income,84.3000030517578
Palau,PLW,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,PLW,East Asia & Pacific,Upper middle income,98.6330947875977
Papua New Guinea,PNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,PNG,East Asia & Pacific,Lower middle income,17.2000007629395
Poland,POL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,POL,Europe & Central Asia,High income,100
Puerto Rico,PRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,PRI,Latin America & Caribbean,High income,100
"Korea, Dem. People's Rep.",PRK,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,PRK,East Asia & Pacific,Low income,26
Portugal,PRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,PRT,Europe & Central Asia,High income,100
Paraguay,PRY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,PRY,Latin America & Caribbean,Upper middle income,96.8913345336914
West Bank and Gaza,PSE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,PSE,Middle East & North Africa,Lower middle income,99.9000015258789
French Polynesia,PYF,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,PYF,East Asia & Pacific,High income,100
Qatar,QAT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,QAT,Middle East & North Africa,High income,100
Romania,ROU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,ROU,Europe & Central Asia,High income,100
Russian Federation,RUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,RUS,Europe & Central Asia,Upper middle income,100
Rwanda,RWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,RWA,Sub-Saharan Africa,Low income,15.4454612731934
Saudi Arabia,SAU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,SAU,Middle East & North Africa,High income,100
Sudan,SDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,SDN,Sub-Saharan Africa,Low income,29
Senegal,SEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,SEN,Sub-Saharan Africa,Lower middle income,53.5
Singapore,SGP,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,SGP,East Asia & Pacific,High income,100
Solomon Islands,SLB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,SLB,East Asia & Pacific,Lower middle income,21.2000007629395
Sierra Leone,SLE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,SLE,Sub-Saharan Africa,Low income,14.579927444458
El Salvador,SLV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,SLV,Latin America & Caribbean,Lower middle income,91.0840225219727
San Marino,SMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,SMR,Europe & Central Asia,High income,100
Somalia,SOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,SOM,Sub-Saharan Africa,Low income,25.3296661376953
Serbia,SRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,SRB,Europe & Central Asia,Upper middle income,100
South Sudan,SSD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,SSD,Sub-Saharan Africa,Low income,3
Sao Tome and Principe,STP,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,STP,Sub-Saharan Africa,Lower middle income,56.9000015258789
Suriname,SUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,SUR,Latin America & Caribbean,Upper middle income,94.5496139526367
Slovak Republic,SVK,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,SVK,Europe & Central Asia,High income,100
Slovenia,SVN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,SVN,Europe & Central Asia,High income,100
Sweden,SWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,SWE,Europe & Central Asia,High income,100
Eswatini,SWZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,SWZ,Sub-Saharan Africa,Lower middle income,38.5999984741211
Sint Maarten (Dutch part),SXM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,SXM,Latin America & Caribbean,High income,99.9549026489258
Seychelles,SYC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,SYC,Sub-Saharan Africa,High income,96.8292617797852
Syrian Arab Republic,SYR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,SYR,Middle East & North Africa,Low income,91.0272445678711
Turks and Caicos Islands,TCA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,TCA,Latin America & Caribbean,High income,100
Chad,TCD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,TCD,Sub-Saharan Africa,Low income,6.23311138153076
Togo,TGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,TGO,Sub-Saharan Africa,Low income,33.6091270446777
Thailand,THA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,THA,East Asia & Pacific,Upper middle income,98.9599990844727
Tajikistan,TJK,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,TJK,Europe & Central Asia,Lower middle income,99
Turkmenistan,TKM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,TKM,Europe & Central Asia,Upper middle income,99.5960540771484
Timor-Leste,TLS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,TLS,East Asia & Pacific,Lower middle income,46.2236785888672
Tonga,TON,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,TON,East Asia & Pacific,Upper middle income,91.9417495727539
Trinidad and Tobago,TTO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,TTO,Latin America & Caribbean,High income,99
Tunisia,TUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,TUN,Middle East & North Africa,Lower middle income,99.5
Turkiye,TUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,TUR,Europe & Central Asia,Upper middle income,99.8508758544922
Tuvalu,TUV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,TUV,East Asia & Pacific,Upper middle income,96.4051513671875
Tanzania,TZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,TZA,Sub-Saharan Africa,Lower middle income,11.1999998092651
Uganda,UGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,UGA,Sub-Saharan Africa,Low income,10
Ukraine,UKR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,UKR,Europe & Central Asia,Lower middle income,100
Uruguay,URY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,URY,Latin America & Caribbean,High income,99.0999984741211
United States,USA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,USA,North America,High income,100
Uzbekistan,UZB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,UZB,Europe & Central Asia,Lower middle income,99.8529052734375
St. Vincent and the Grenadines,VCT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,VCT,Latin America & Caribbean,Upper middle income,91.4826202392578
British Virgin Islands,VGB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,VGB,Latin America & Caribbean,High income,98.3319702148438
Virgin Islands (U.S.),VIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,VIR,Latin America & Caribbean,High income,100
Vietnam,VNM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,VNM,East Asia & Pacific,Lower middle income,96.0999984741211
Vanuatu,VUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,VUT,East Asia & Pacific,Lower middle income,33.2911148071289
Samoa,WSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,WSM,East Asia & Pacific,Lower middle income,97.9000015258789
Kosovo,XKX,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,XKX,Europe & Central Asia,Upper middle income,
"Yemen, Rep.",YEM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,YEM,Middle East & North Africa,Low income,59.5012397766113
South Africa,ZAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,ZAF,Sub-Saharan Africa,Upper middle income,82.5999984741211
Zambia,ZMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,ZMB,Sub-Saharan Africa,Low income,26.5030708312988
Zimbabwe,ZWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,ZWE,Sub-Saharan Africa,Lower middle income,43.369083404541
Aruba,ABW,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,ABW,Latin America & Caribbean,High income,93.3562927246094
Afghanistan,AFG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,AFG,South Asia,Low income,42.7000007629395
Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,AGO,Sub-Saharan Africa,Lower middle income,34.895637512207
Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,ALB,Europe & Central Asia,Upper middle income,100
Andorra,AND,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,AND,Europe & Central Asia,High income,100
United Arab Emirates,ARE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,ARE,Middle East & North Africa,High income,100
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,ARG,Latin America & Caribbean,Upper middle income,98.8199996948242
Armenia,ARM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,ARM,Europe & Central Asia,Upper middle income,99.8000030517578
American Samoa,ASM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,ASM,East Asia & Pacific,Upper middle income,
Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,ATG,Latin America & Caribbean,High income,98.5972366333008
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,AUS,East Asia & Pacific,High income,100
Austria,AUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,AUT,Europe & Central Asia,High income,100
Azerbaijan,AZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,AZE,Europe & Central Asia,Upper middle income,99.9437942504883
Burundi,BDI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,BDI,Sub-Saharan Africa,Low income,5.30000019073486
Belgium,BEL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,BEL,Europe & Central Asia,High income,100
Benin,BEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,BEN,Sub-Saharan Africa,Lower middle income,34.2000007629395
Burkina Faso,BFA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,BFA,Sub-Saharan Africa,Low income,13.1000003814697
Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,BGD,South Asia,Lower middle income,55.2599983215332
Bulgaria,BGR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,BGR,Europe & Central Asia,Upper middle income,100
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,BHR,Middle East & North Africa,High income,100
"Bahamas, The",BHS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,BHS,Latin America & Caribbean,High income,100
Bosnia and Herzegovina,BIH,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,BIH,Europe & Central Asia,Upper middle income,100
Belarus,BLR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,BLR,Europe & Central Asia,Upper middle income,100
Belize,BLZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,BLZ,Latin America & Caribbean,Upper middle income,89.9172210693359
Bermuda,BMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,BMU,North America,High income,100
Bolivia,BOL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,BOL,Latin America & Caribbean,Lower middle income,87.8863143920898
Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,BRA,Latin America & Caribbean,Upper middle income,98.5999984741211
Barbados,BRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,BRB,Latin America & Caribbean,High income,100
Brunei Darussalam,BRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,BRN,East Asia & Pacific,High income,100
Bhutan,BTN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,BTN,South Asia,Lower middle income,73.2829132080078
Botswana,BWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,BWA,Sub-Saharan Africa,Upper middle income,52.0177803039551
Central African Republic,CAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,CAF,Sub-Saharan Africa,Low income,9.80000019073486
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,CAN,North America,High income,100
Switzerland,CHE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,CHE,Europe & Central Asia,High income,100
Channel Islands,CHI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,CHI,Europe & Central Asia,High income,100
Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,CHL,Latin America & Caribbean,High income,99.5383911132813
China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,CHN,East Asia & Pacific,Upper middle income,99.6999969482422
Cote d'Ivoire,CIV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,CIV,Sub-Saharan Africa,Lower middle income,58.3014678955078
Cameroon,CMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,CMR,Sub-Saharan Africa,Lower middle income,52.7595558166504
"Congo, Dem. Rep.",COD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,COD,Sub-Saharan Africa,Low income,12.7440509796143
"Congo, Rep.",COG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010.0,COG,Sub-Saharan Africa,Lower middle income,39.7886199951172
