Country Name,Country Code,Indicator Name,Indicator Code,Year,Country_Code,Region,IncomeGroup,ACCSUR
Bermuda,BMU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,BMU,North America,High income,100
Bolivia,BOL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,BOL,Latin America & Caribbean,Lower middle income,98.8741149902344
Brazil,BRA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,BRA,Latin America & Caribbean,Upper middle income,99.851676940918
Barbados,BRB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,BRB,Latin America & Caribbean,High income,100
Brunei Darussalam,BRN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,BRN,East Asia & Pacific,High income,100
Bhutan,BTN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,BTN,South Asia,Lower middle income,98.4220352172852
Botswana,BWA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,BWA,Sub-Saharan Africa,Upper middle income,60.7599983215332
Central African Republic,CAF,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,CAF,Sub-Saharan Africa,Low income,21.5615825653076
Canada,CAN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,CAN,North America,High income,100
Switzerland,CHE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,CHE,Europe & Central Asia,High income,100
Channel Islands,CHI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,CHI,Europe & Central Asia,High income,100
Chile,CHL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,CHL,Latin America & Caribbean,High income,99.8690338134766
China,CHN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,CHN,East Asia & Pacific,Upper middle income,99.9512481689453
Cote d'Ivoire,CIV,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,CIV,Sub-Saharan Africa,Lower middle income,87.2192001342773
Cameroon,CMR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,CMR,Sub-Saharan Africa,Lower middle income,84.4939422607422
"Congo, Dem. Rep.",COD,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,COD,Sub-Saharan Africa,Low income,36.1360931396484
"Congo, Rep.",COG,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,COG,Sub-Saharan Africa,Lower middle income,53.5999984741211
Colombia,COL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,COL,Latin America & Caribbean,Upper middle income,99.607048034668
Comoros,COM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,COM,Sub-Saharan Africa,Lower middle income,80.1073379516602
Cabo Verde,CPV,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,CPV,Sub-Saharan Africa,Lower middle income,87.3997116088867
Costa Rica,CRI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,CRI,Latin America & Caribbean,Upper middle income,99.9299240112305
Cuba,CUB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,CUB,Latin America & Caribbean,Upper middle income,99.7771453857422
Curacao,CUW,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,CUW,Latin America & Caribbean,High income,99.7287826538086
Cayman Islands,CYM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,CYM,Latin America & Caribbean,High income,100
Cyprus,CYP,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,CYP,Europe & Central Asia,High income,100
Czech Republic,CZE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,CZE,Europe & Central Asia,High income,100
Germany,DEU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,DEU,Europe & Central Asia,High income,100
Djibouti,DJI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,DJI,Middle East & North Africa,Lower middle income,63.1542549133301
Dominica,DMA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,DMA,Latin America & Caribbean,Upper middle income,
Denmark,DNK,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,DNK,Europe & Central Asia,High income,100
Dominican Republic,DOM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,DOM,Latin America & Caribbean,Upper middle income,99.7328109741211
Algeria,DZA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,DZA,Middle East & North Africa,Lower middle income,99.4997634887695
Ecuador,ECU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,ECU,Latin America & Caribbean,Upper middle income,98.9843826293945
"Egypt, Arab Rep.",EGY,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,EGY,Middle East & North Africa,Lower middle income,99.5579986572266
Eritrea,ERI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,ERI,Sub-Saharan Africa,Low income,77.7683792114258
Spain,ESP,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,ESP,Europe & Central Asia,High income,100
Estonia,EST,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,EST,Europe & Central Asia,High income,100
Ethiopia,ETH,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,ETH,Sub-Saharan Africa,Low income,84.8487014770508
Finland,FIN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,FIN,Europe & Central Asia,High income,100
Fiji,FJI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,FJI,East Asia & Pacific,Upper middle income,95.5649871826172
France,FRA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,FRA,Europe & Central Asia,High income,100
Faroe Islands,FRO,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,FRO,Europe & Central Asia,High income,100
"Micronesia, Fed. Sts.",FSM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,FSM,East Asia & Pacific,Lower middle income,82.3560485839844
Gabon,GAB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,GAB,Sub-Saharan Africa,Upper middle income,94.3073425292969
United Kingdom,GBR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,GBR,Europe & Central Asia,High income,100
Georgia,GEO,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,GEO,Europe & Central Asia,Upper middle income,100
Ghana,GHA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,GHA,Sub-Saharan Africa,Lower middle income,84.0120010375977
Gibraltar,GIB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,GIB,Europe & Central Asia,High income,100
Guinea,GIN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,GIN,Sub-Saharan Africa,Low income,70.2230606079102
"Gambia, The",GMB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,GMB,Sub-Saharan Africa,Low income,63.1126708984375
Guinea-Bissau,GNB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,GNB,Sub-Saharan Africa,Low income,26.5917682647705
Equatorial Guinea,GNQ,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,GNQ,Sub-Saharan Africa,Upper middle income,92.8190307617188
Greece,GRC,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,GRC,Europe & Central Asia,High income,100
Grenada,GRD,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,GRD,Latin America & Caribbean,Upper middle income,
Greenland,GRL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,GRL,Europe & Central Asia,High income,100
Guatemala,GTM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,GTM,Latin America & Caribbean,Upper middle income,94.9139785766602
Guam,GUM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,GUM,East Asia & Pacific,High income,100
Guyana,GUY,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,GUY,Latin America & Caribbean,Upper middle income,90.9000015258789
"Hong Kong SAR, China",HKG,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,HKG,East Asia & Pacific,High income,100
Honduras,HND,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,HND,Latin America & Caribbean,Lower middle income,97.9210815429688
Croatia,HRV,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,HRV,Europe & Central Asia,High income,100
Haiti,HTI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,HTI,Latin America & Caribbean,Lower middle income,70.5746231079102
Hungary,HUN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,HUN,Europe & Central Asia,High income,100
Indonesia,IDN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,IDN,East Asia & Pacific,Lower middle income,98.9000015258789
Isle of Man,IMN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,IMN,Europe & Central Asia,High income,100
India,IND,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,IND,South Asia,Lower middle income,96.0999984741211
Ireland,IRL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,IRL,Europe & Central Asia,High income,100
"Iran, Islamic Rep.",IRN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,IRN,Middle East & North Africa,Lower middle income,100
Iraq,IRQ,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,IRQ,Middle East & North Africa,Upper middle income,99.5864105224609
Iceland,ISL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,ISL,Europe & Central Asia,High income,100
Israel,ISR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,ISR,Middle East & North Africa,High income,100
Italy,ITA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,ITA,Europe & Central Asia,High income,100
Jamaica,JAM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,JAM,Latin America & Caribbean,Upper middle income,95.5994567871094
Jordan,JOR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,JOR,Middle East & North Africa,Upper middle income,99.5999984741211
Japan,JPN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,JPN,East Asia & Pacific,High income,100
Kazakhstan,KAZ,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,KAZ,Europe & Central Asia,Upper middle income,100
Kenya,KEN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,KEN,Sub-Saharan Africa,Lower middle income,65.5999984741211
Kyrgyz Republic,KGZ,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,KGZ,Europe & Central Asia,Lower middle income,99.4800033569336
Cambodia,KHM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,KHM,East Asia & Pacific,Lower middle income,81.1842956542969
Kiribati,KIR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,KIR,East Asia & Pacific,Lower middle income,88.5599975585938
St. Kitts and Nevis,KNA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,KNA,Latin America & Caribbean,High income,99.6300582885742
"Korea, Rep.",KOR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,KOR,East Asia & Pacific,High income,100
Kuwait,KWT,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,KWT,Middle East & North Africa,High income,100
Lao PDR,LAO,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,LAO,East Asia & Pacific,Lower middle income,96.9900588989258
Lebanon,LBN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,LBN,Middle East & North Africa,Lower middle income,99.8025512695313
Liberia,LBR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,LBR,Sub-Saharan Africa,Low income,3.5
Libya,LBY,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,LBY,Middle East & North Africa,Upper middle income,100
St. Lucia,LCA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,LCA,Latin America & Caribbean,Upper middle income,94.81884765625
Liechtenstein,LIE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,LIE,Europe & Central Asia,High income,100
Sri Lanka,LKA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,LKA,South Asia,Lower middle income,95.6100006103516
Lesotho,LSO,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,LSO,Sub-Saharan Africa,Lower middle income,43.2000007629395
Lithuania,LTU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,LTU,Europe & Central Asia,High income,100
Luxembourg,LUX,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,LUX,Europe & Central Asia,High income,100
Latvia,LVA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,LVA,Europe & Central Asia,High income,100
"Macao SAR, China",MAC,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,MAC,East Asia & Pacific,High income,100
St. Martin (French part),MAF,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,MAF,Latin America & Caribbean,High income,99.7287826538086
Morocco,MAR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,MAR,Middle East & North Africa,Lower middle income,96.4888381958008
Monaco,MCO,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,MCO,Europe & Central Asia,High income,100
Moldova,MDA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,MDA,Europe & Central Asia,Upper middle income,100
Madagascar,MDG,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,MDG,Sub-Saharan Africa,Low income,68.5999984741211
Maldives,MDV,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,MDV,South Asia,Upper middle income,99.9000015258789
Mexico,MEX,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,MEX,Latin America & Caribbean,Upper middle income,99.4603805541992
Marshall Islands,MHL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,MHL,East Asia & Pacific,Upper middle income,92.0249862670898
North Macedonia,MKD,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,MKD,Europe & Central Asia,Upper middle income,100
Mali,MLI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,MLI,Sub-Saharan Africa,Low income,57.8616371154785
Malta,MLT,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,MLT,Middle East & North Africa,High income,100
Myanmar,MMR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,MMR,East Asia & Pacific,Lower middle income,87.0149002075195
Montenegro,MNE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,MNE,Europe & Central Asia,Upper middle income,100
Mongolia,MNG,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,MNG,East Asia & Pacific,Lower middle income,97.5838012695313
Northern Mariana Islands,MNP,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,MNP,East Asia & Pacific,High income,100
Mozambique,MOZ,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,MOZ,Sub-Saharan Africa,Low income,43.0999984741211
Mauritania,MRT,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,MRT,Sub-Saharan Africa,Lower middle income,64.3810577392578
Mauritius,MUS,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,MUS,Sub-Saharan Africa,Upper middle income,99.6174011230469
Malawi,MWI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,MWI,Sub-Saharan Africa,Low income,36.6465148925781
Malaysia,MYS,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,MYS,East Asia & Pacific,Upper middle income,99.9000015258789
Namibia,NAM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,NAM,Sub-Saharan Africa,Upper middle income,78.4000015258789
New Caledonia,NCL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,NCL,East Asia & Pacific,High income,100
Niger,NER,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,NER,Sub-Saharan Africa,Low income,50.4374465942383
Nigeria,NGA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,NGA,Sub-Saharan Africa,Lower middle income,83.9277648925781
Nicaragua,NIC,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,NIC,Latin America & Caribbean,Lower middle income,97.9371490478516
Netherlands,NLD,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,NLD,Europe & Central Asia,High income,100
Norway,NOR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,NOR,Europe & Central Asia,High income,100
Nepal,NPL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,NPL,South Asia,Lower middle income,90.5891952514648
Nauru,NRU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,NRU,East Asia & Pacific,High income,98.2150497436523
