Country Name,Country Code,Indicator Name,Indicator Code,Year,Country_Code,Region,IncomeGroup,ELECRENEW
Tunisia,TUN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2008.0,TUN,Middle East & North Africa,Lower middle income,39000000.0
Turkiye,TUR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2008.0,TUR,Europe & Central Asia,Upper middle income,1151000000.0
Tanzania,TZA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2008.0,TZA,Sub-Saharan Africa,Lower middle income,3000000.0
Ukraine,UKR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2008.0,UKR,Europe & Central Asia,Lower middle income,309000000.0
Uruguay,URY,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2008.0,URY,Latin America & Caribbean,High income,841000000.0
United States,USA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2008.0,USA,North America,High income,134308000000.0
Uzbekistan,UZB,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2008.0,UZB,Europe & Central Asia,Lower middle income,0.0
Vietnam,VNM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2008.0,VNM,East Asia & Pacific,Lower middle income,56000000.0
Kosovo,XKX,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2008.0,XKX,Europe & Central Asia,Upper middle income,0.0
"Yemen, Rep.",YEM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2008.0,YEM,Middle East & North Africa,Low income,0.0
South Africa,ZAF,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2008.0,ZAF,Sub-Saharan Africa,Upper middle income,299000000.0
Zambia,ZMB,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2008.0,ZMB,Sub-Saharan Africa,Low income,0.0
Zimbabwe,ZWE,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2008.0,ZWE,Sub-Saharan Africa,Lower middle income,79000000.0
Angola,AGO,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,AGO,Sub-Saharan Africa,Lower middle income,0.0
Albania,ALB,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,ALB,Europe & Central Asia,Upper middle income,0.0
United Arab Emirates,ARE,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,ARE,Middle East & North Africa,High income,0.0
Argentina,ARG,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,ARG,Latin America & Caribbean,Upper middle income,1402000000.0
Armenia,ARM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,ARM,Europe & Central Asia,Upper middle income,4000000.0
Australia,AUS,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,AUS,East Asia & Pacific,High income,6800000000.0
Austria,AUT,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,AUT,Europe & Central Asia,High income,6281000000.0
Azerbaijan,AZE,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,AZE,Europe & Central Asia,Upper middle income,2000000.0
Belgium,BEL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,BEL,Europe & Central Asia,High income,5111000000.0
Benin,BEN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,BEN,Sub-Saharan Africa,Lower middle income,1000000.0
Bangladesh,BGD,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,BGD,South Asia,Lower middle income,0.0
Bulgaria,BGR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,BGR,Europe & Central Asia,Upper middle income,248000000.0
Bahrain,BHR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,BHR,Middle East & North Africa,High income,0.0
Bosnia and Herzegovina,BIH,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,BIH,Europe & Central Asia,Upper middle income,0.0
Belarus,BLR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,BLR,Europe & Central Asia,Upper middle income,61000000.0
Bolivia,BOL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,BOL,Latin America & Caribbean,Lower middle income,121000000.0
Brazil,BRA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,BRA,Latin America & Caribbean,Upper middle income,23840000000.0
Brunei Darussalam,BRN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,BRN,East Asia & Pacific,High income,0.0
Botswana,BWA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,BWA,Sub-Saharan Africa,Upper middle income,0.0
Canada,CAN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,CAN,North America,High income,14513000000.0
Switzerland,CHE,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,CHE,Europe & Central Asia,High income,1310000000.0
Chile,CHL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,CHL,Latin America & Caribbean,High income,4353000000.0
China,CHN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,CHN,East Asia & Pacific,Upper middle income,48011000000.0
Cote d'Ivoire,CIV,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,CIV,Sub-Saharan Africa,Lower middle income,72000000.0
Cameroon,CMR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,CMR,Sub-Saharan Africa,Lower middle income,71000000.0
"Congo, Dem. Rep.",COD,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,COD,Sub-Saharan Africa,Low income,0.0
"Congo, Rep.",COG,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,COG,Sub-Saharan Africa,Lower middle income,0.0
Colombia,COL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,COL,Latin America & Caribbean,Upper middle income,599000000.0
Costa Rica,CRI,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,CRI,Latin America & Caribbean,Upper middle income,1635000000.0
Cuba,CUB,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,CUB,Latin America & Caribbean,Upper middle income,545000000.0
Cyprus,CYP,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,CYP,Europe & Central Asia,High income,31000000.0
Czech Republic,CZE,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,CZE,Europe & Central Asia,High income,2225000000.0
Germany,DEU,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,DEU,Europe & Central Asia,High income,75827000000.0
Denmark,DNK,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,DNK,Europe & Central Asia,High income,10044000000.0
Dominican Republic,DOM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,DOM,Latin America & Caribbean,Upper middle income,22000000.0
Algeria,DZA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,DZA,Middle East & North Africa,Lower middle income,0.0
Ecuador,ECU,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,ECU,Latin America & Caribbean,Upper middle income,220000000.0
"Egypt, Arab Rep.",EGY,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,EGY,Middle East & North Africa,Lower middle income,1133000000.0
Eritrea,ERI,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,ERI,Sub-Saharan Africa,Low income,2000000.0
Spain,ESP,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,ESP,Europe & Central Asia,High income,47669000000.0
Estonia,EST,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,EST,Europe & Central Asia,High income,509000000.0
Ethiopia,ETH,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,ETH,Sub-Saharan Africa,Low income,24000000.0
Finland,FIN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,FIN,Europe & Central Asia,High income,9013000000.0
France,FRA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,FRA,Europe & Central Asia,High income,12664000000.0
Gabon,GAB,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,GAB,Sub-Saharan Africa,Upper middle income,9000000.0
United Kingdom,GBR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,GBR,Europe & Central Asia,High income,20017000000.0
Georgia,GEO,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,GEO,Europe & Central Asia,Upper middle income,0.0
Ghana,GHA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,GHA,Sub-Saharan Africa,Lower middle income,0.0
Gibraltar,GIB,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,GIB,Europe & Central Asia,High income,0.0
Greece,GRC,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,GRC,Europe & Central Asia,High income,2811000000.0
Guatemala,GTM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,GTM,Latin America & Caribbean,Upper middle income,1501000000.0
"Hong Kong SAR, China",HKG,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,HKG,East Asia & Pacific,High income,1000000.0
Honduras,HND,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,HND,Latin America & Caribbean,Lower middle income,168000000.0
Croatia,HRV,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,HRV,Europe & Central Asia,High income,79000000.0
Haiti,HTI,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,HTI,Latin America & Caribbean,Lower middle income,0.0
Hungary,HUN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,HUN,Europe & Central Asia,High income,2667000000.0
Indonesia,IDN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,IDN,East Asia & Pacific,Lower middle income,9362000000.0
India,IND,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,IND,South Asia,Lower middle income,30514000000.0
Ireland,IRL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,IRL,Europe & Central Asia,High income,3206000000.0
"Iran, Islamic Rep.",IRN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,IRN,Middle East & North Africa,Lower middle income,227000000.0
Iraq,IRQ,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,IRQ,Middle East & North Africa,Upper middle income,0.0
Iceland,ISL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,ISL,Europe & Central Asia,High income,4553000000.0
Israel,ISR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,ISR,Middle East & North Africa,High income,75000000.0
Italy,ITA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,ITA,Europe & Central Asia,High income,20117000000.0
Jamaica,JAM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,JAM,Latin America & Caribbean,Upper middle income,184000000.0
Jordan,JOR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,JOR,Middle East & North Africa,Upper middle income,10000000.0
Japan,JPN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,JPN,East Asia & Pacific,High income,20814000000.0
Kazakhstan,KAZ,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,KAZ,Europe & Central Asia,Upper middle income,0.0
Kenya,KEN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,KEN,Sub-Saharan Africa,Lower middle income,1576000000.0
Kyrgyz Republic,KGZ,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,KGZ,Europe & Central Asia,Lower middle income,0.0
Cambodia,KHM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,KHM,East Asia & Pacific,Lower middle income,21000000.0
"Korea, Rep.",KOR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,KOR,East Asia & Pacific,High income,1874000000.0
Kuwait,KWT,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,KWT,Middle East & North Africa,High income,0.0
Lebanon,LBN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,LBN,Middle East & North Africa,Lower middle income,0.0
Libya,LBY,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,LBY,Middle East & North Africa,Upper middle income,0.0
Sri Lanka,LKA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,LKA,South Asia,Lower middle income,43000000.0
Lithuania,LTU,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,LTU,Europe & Central Asia,High income,260000000.0
Luxembourg,LUX,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,LUX,Europe & Central Asia,High income,161000000.0
Latvia,LVA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,LVA,Europe & Central Asia,High income,99000000.0
Morocco,MAR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,MAR,Middle East & North Africa,Lower middle income,391000000.0
Moldova,MDA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,MDA,Europe & Central Asia,Upper middle income,0.0
Mexico,MEX,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,MEX,Latin America & Caribbean,Upper middle income,7949000000.0
North Macedonia,MKD,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,MKD,Europe & Central Asia,Upper middle income,0.0
Malta,MLT,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,MLT,Middle East & North Africa,High income,0.0
Myanmar,MMR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,MMR,East Asia & Pacific,Lower middle income,0.0
Montenegro,MNE,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,MNE,Europe & Central Asia,Upper middle income,0.0
Mongolia,MNG,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,MNG,East Asia & Pacific,Lower middle income,0.0
Mozambique,MOZ,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,MOZ,Sub-Saharan Africa,Low income,0.0
Mauritius,MUS,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2009.0,MUS,Sub-Saharan Africa,Upper middle income,487000000.0
