Country Name,Country Code,Indicator Name,Indicator Code,Year,Country_Code,Region,IncomeGroup,ELECNUC
Austria,AUT,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,AUT,Europe & Central Asia,High income,0
Azerbaijan,AZE,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,AZE,Europe & Central Asia,Upper middle income,0
Burundi,BDI,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,BDI,Sub-Saharan Africa,Low income,
Belgium,BEL,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,BEL,Europe & Central Asia,High income,51.0950305329681
Benin,BEN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,BEN,Sub-Saharan Africa,Lower middle income,0
Burkina Faso,BFA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,BFA,Sub-Saharan Africa,Low income,
Bangladesh,BGD,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,BGD,South Asia,Lower middle income,0
Bulgaria,BGR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,BGR,Europe & Central Asia,Upper middle income,33.1377534389465
Bahrain,BHR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,BHR,Middle East & North Africa,High income,0
"Bahamas, The",BHS,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,BHS,Latin America & Caribbean,High income,
Bosnia and Herzegovina,BIH,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,BIH,Europe & Central Asia,Upper middle income,0
Belarus,BLR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,BLR,Europe & Central Asia,Upper middle income,0
Belize,BLZ,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,BLZ,Latin America & Caribbean,Upper middle income,
Bermuda,BMU,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,BMU,North America,High income,
Bolivia,BOL,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,BOL,Latin America & Caribbean,Lower middle income,0
Brazil,BRA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,BRA,Latin America & Caribbean,Upper middle income,2.81592647529302
Barbados,BRB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,BRB,Latin America & Caribbean,High income,
Brunei Darussalam,BRN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,BRN,East Asia & Pacific,High income,0
Bhutan,BTN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,BTN,South Asia,Lower middle income,
Botswana,BWA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,BWA,Sub-Saharan Africa,Upper middle income,0
Central African Republic,CAF,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,CAF,Sub-Saharan Africa,Low income,
Canada,CAN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,CAN,North America,High income,15.0131819506637
Switzerland,CHE,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,CHE,Europe & Central Asia,High income,39.8761581784049
Channel Islands,CHI,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,CHI,Europe & Central Asia,High income,
Chile,CHL,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,CHL,Latin America & Caribbean,High income,0
China,CHN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,CHN,East Asia & Pacific,Upper middle income,1.76021942226301
Cote d'Ivoire,CIV,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,CIV,Sub-Saharan Africa,Lower middle income,0
Cameroon,CMR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,CMR,Sub-Saharan Africa,Lower middle income,0
"Congo, Dem. Rep.",COD,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,COD,Sub-Saharan Africa,Low income,0
"Congo, Rep.",COG,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,COG,Sub-Saharan Africa,Lower middle income,0
Colombia,COL,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,COL,Latin America & Caribbean,Upper middle income,0
Comoros,COM,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,COM,Sub-Saharan Africa,Lower middle income,
Cabo Verde,CPV,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,CPV,Sub-Saharan Africa,Lower middle income,
Costa Rica,CRI,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,CRI,Latin America & Caribbean,Upper middle income,0
Cuba,CUB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,CUB,Latin America & Caribbean,Upper middle income,0
Curacao,CUW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,CUW,Latin America & Caribbean,High income,
Cayman Islands,CYM,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,CYM,Latin America & Caribbean,High income,
Cyprus,CYP,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,CYP,Europe & Central Asia,High income,0
Czech Republic,CZE,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,CZE,Europe & Central Asia,High income,32.8183608402101
Germany,DEU,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,DEU,Europe & Central Asia,High income,22.4321438660162
Djibouti,DJI,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,DJI,Middle East & North Africa,Lower middle income,
Dominica,DMA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,DMA,Latin America & Caribbean,Upper middle income,
Denmark,DNK,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,DNK,Europe & Central Asia,High income,0
Dominican Republic,DOM,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,DOM,Latin America & Caribbean,Upper middle income,0
Algeria,DZA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,DZA,Middle East & North Africa,Lower middle income,0
Ecuador,ECU,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,ECU,Latin America & Caribbean,Upper middle income,0
"Egypt, Arab Rep.",EGY,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,EGY,Middle East & North Africa,Lower middle income,0
Eritrea,ERI,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,ERI,Sub-Saharan Africa,Low income,0
Spain,ESP,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,ESP,Europe & Central Asia,High income,20.7796996513811
Estonia,EST,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,EST,Europe & Central Asia,High income,0
Ethiopia,ETH,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,ETH,Sub-Saharan Africa,Low income,0
Finland,FIN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,FIN,Europe & Central Asia,High income,28.2618935468676
Fiji,FJI,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,FJI,East Asia & Pacific,Upper middle income,
France,FRA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,FRA,Europe & Central Asia,High income,75.9405265069956
Faroe Islands,FRO,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,FRO,Europe & Central Asia,High income,
"Micronesia, Fed. Sts.",FSM,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,FSM,East Asia & Pacific,Lower middle income,
Gabon,GAB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,GAB,Sub-Saharan Africa,Upper middle income,0
United Kingdom,GBR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,GBR,Europe & Central Asia,High income,16.4183915577656
Georgia,GEO,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,GEO,Europe & Central Asia,Upper middle income,0
Ghana,GHA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,GHA,Sub-Saharan Africa,Lower middle income,0
Gibraltar,GIB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,GIB,Europe & Central Asia,High income,0
Guinea,GIN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,GIN,Sub-Saharan Africa,Low income,
"Gambia, The",GMB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,GMB,Sub-Saharan Africa,Low income,
Guinea-Bissau,GNB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,GNB,Sub-Saharan Africa,Low income,
Equatorial Guinea,GNQ,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,GNQ,Sub-Saharan Africa,Upper middle income,
Greece,GRC,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,GRC,Europe & Central Asia,High income,0
Grenada,GRD,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,GRD,Latin America & Caribbean,Upper middle income,
Greenland,GRL,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,GRL,Europe & Central Asia,High income,
Guatemala,GTM,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,GTM,Latin America & Caribbean,Upper middle income,0
Guam,GUM,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,GUM,East Asia & Pacific,High income,
Guyana,GUY,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,GUY,Latin America & Caribbean,Upper middle income,
"Hong Kong SAR, China",HKG,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,HKG,East Asia & Pacific,High income,0
Honduras,HND,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,HND,Latin America & Caribbean,Lower middle income,0
Croatia,HRV,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,HRV,Europe & Central Asia,High income,0
Haiti,HTI,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,HTI,Latin America & Caribbean,Lower middle income,0
Hungary,HUN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,HUN,Europe & Central Asia,High income,42.1744133151374
Indonesia,IDN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,IDN,East Asia & Pacific,Lower middle income,0
Isle of Man,IMN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,IMN,Europe & Central Asia,High income,
India,IND,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,IND,South Asia,Lower middle income,2.68180221683125
Ireland,IRL,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,IRL,Europe & Central Asia,High income,0
"Iran, Islamic Rep.",IRN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,IRN,Middle East & North Africa,Lower middle income,0
Iraq,IRQ,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,IRQ,Middle East & North Africa,Upper middle income,0
Iceland,ISL,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,ISL,Europe & Central Asia,High income,0
Israel,ISR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,ISR,Middle East & North Africa,High income,0
Italy,ITA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,ITA,Europe & Central Asia,High income,0
Jamaica,JAM,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,JAM,Latin America & Caribbean,Upper middle income,0
Jordan,JOR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,JOR,Middle East & North Africa,Upper middle income,0
Japan,JPN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,JPN,East Asia & Pacific,High income,25.2819139978107
Kazakhstan,KAZ,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,KAZ,Europe & Central Asia,Upper middle income,0
Kenya,KEN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,KEN,Sub-Saharan Africa,Lower middle income,0
Kyrgyz Republic,KGZ,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,KGZ,Europe & Central Asia,Lower middle income,0
Cambodia,KHM,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,KHM,East Asia & Pacific,Lower middle income,0
Kiribati,KIR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,KIR,East Asia & Pacific,Lower middle income,
St. Kitts and Nevis,KNA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,KNA,Latin America & Caribbean,High income,
"Korea, Rep.",KOR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,KOR,East Asia & Pacific,High income,29.9155657737388
Kuwait,KWT,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,KWT,Middle East & North Africa,High income,0
Lao PDR,LAO,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,LAO,East Asia & Pacific,Lower middle income,
Lebanon,LBN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,LBN,Middle East & North Africa,Lower middle income,0
Liberia,LBR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,LBR,Sub-Saharan Africa,Low income,
Libya,LBY,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,LBY,Middle East & North Africa,Upper middle income,0
St. Lucia,LCA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,LCA,Latin America & Caribbean,Upper middle income,
Liechtenstein,LIE,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,LIE,Europe & Central Asia,High income,
Sri Lanka,LKA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,LKA,South Asia,Lower middle income,0
Lesotho,LSO,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,LSO,Sub-Saharan Africa,Lower middle income,
Lithuania,LTU,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,LTU,Europe & Central Asia,High income,0
Luxembourg,LUX,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,LUX,Europe & Central Asia,High income,0
Latvia,LVA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,LVA,Europe & Central Asia,High income,0
"Macao SAR, China",MAC,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,MAC,East Asia & Pacific,High income,
St. Martin (French part),MAF,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,MAF,Latin America & Caribbean,High income,
Morocco,MAR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,MAR,Middle East & North Africa,Lower middle income,0
Monaco,MCO,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,MCO,Europe & Central Asia,High income,
Moldova,MDA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,MDA,Europe & Central Asia,Upper middle income,0
Madagascar,MDG,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,MDG,Sub-Saharan Africa,Low income,
Maldives,MDV,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,MDV,South Asia,Upper middle income,
Mexico,MEX,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,MEX,Latin America & Caribbean,Upper middle income,2.13365174187133
Marshall Islands,MHL,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,MHL,East Asia & Pacific,Upper middle income,
North Macedonia,MKD,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,MKD,Europe & Central Asia,Upper middle income,0
Mali,MLI,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,MLI,Sub-Saharan Africa,Low income,
Malta,MLT,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,MLT,Middle East & North Africa,High income,0
Myanmar,MMR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,MMR,East Asia & Pacific,Lower middle income,0
Montenegro,MNE,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,MNE,Europe & Central Asia,Upper middle income,0
Mongolia,MNG,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,MNG,East Asia & Pacific,Lower middle income,0
Northern Mariana Islands,MNP,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,MNP,East Asia & Pacific,High income,
Mozambique,MOZ,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2010.0,MOZ,Sub-Saharan Africa,Low income,0
